grp	start	end
chr14_3071	68229990	68231030
chr14_3072	68487290	68488350
chr14_3073	68574740	68576360
chr14_3074	69540640	69541630
chr14_3075	70872630	70874360
chr14_3076	71004660	71004770
chr14_3077	71036830	71037590
chr14_3078	71403390	71404600
chr14_3079	71435920	71436700
chr14_308	32928890	32931160
chr14_3080	71399720	71401820
chr14_3081	73860220	73861060
chr14_3082	73872120	73872880
chr14_3083	75802410	75803040
chr14_3084	76718330	76718880
chr14_3085	76818810	76819720
chr14_3086	76993200	76995660
chr14_3087	77274690	77275540
chr14_3088	77378120	77380390
chr14_3089	77580060	77580920
chr14_309	32993040	32995140
chr14_3090	78322320	78323310
chr14_3091	80369800	80371440
chr14_3092	80414870	80416140
chr14_3093	98565610	98567700
chr14_3094	99708830	99709880
chr14_3095	100857460	100859640
chr14_3096	100859810	100861240
chr14_3097	100957390	100958410
chr14_3098	101780770	101782590
chr14_3099	102414160	102414880
chr14_31	9780560	9781650
chr14_310	32849550	32851850
chr14_3100	103105910	103106880
chr14_3101	103210280	103211470
chr14_3102	103258000	103258750
chr14_3103	103278270	103280390
chr14_3104	103389030	103389460
chr14_3105	105970400	105972190
chr14_3106	106198190	106200050
chr14_3107	118290580	118291290
chr14_3108	118448800	118450700
chr14_3109	120441210	120441500
chr14_311	32931180	32931970
chr14_3110	120554660	120555630
chr14_3111	120571650	120573120
chr14_3112	120750970	120751530
chr14_3113	121509740	121512030
chr14_3114	121523190	121524920
chr14_3115	121599050	121599470
chr14_3116	121644490	121646900
chr14_3117	121647100	121649040
chr14_3118	121955570	121957300
chr14_3119	122285510	122286390
chr14_312	32973190	32975470
chr14_3120	122646070	122646930
chr14_3121	122598580	122600510
chr14_3122	123154650	123155550
chr14_3123	21418920	21419180
chr14_3124	21544040	21546210
chr14_3125	22042640	22044020
chr14_3126	22652170	22653020
chr14_3127	22653070	22655560
chr14_3128	22867260	22868870
chr14_3129	24956810	24957820
chr14_313	32976370	32978970
chr14_3130	24961220	24963520
chr14_3131	24963710	24964350
chr14_3132	27405800	27407210
chr14_3133	27414650	27415050
chr14_3134	31948100	31948210
chr14_3135	32415620	32416700
chr14_3136	32782590	32784600
chr14_3137	32853700	32853770
chr14_3138	32944370	32945200
chr14_3139	32958470	32960860
chr14_314	33015650	33018030
chr14_3140	35435400	35437430
chr14_3141	41838160	41840270
chr14_3142	44609470	44609750
chr14_3143	44612280	44613040
chr14_3144	47154870	47156930
chr14_3145	47158700	47159870
chr14_3146	47192850	47194240
chr14_3147	47215740	47217870
chr14_3148	47635420	47635950
chr14_3149	47637020	47638480
chr14_315	33013000	33014820
chr14_3150	47859100	47860610
chr14_3151	47861480	47863000
chr14_3152	48162810	48165300
chr14_3153	48165380	48166160
chr14_3154	51547710	51548870
chr14_3155	51748830	51749820
chr14_3156	51750790	51752920
chr14_3157	51765590	51766390
chr14_3158	52818820	52820980
chr14_3159	54822800	54825040
chr14_316	33308900	33310420
chr14_3160	55942620	55943970
chr14_3161	55962140	55964360
chr14_3162	56213300	56214300
chr14_3163	56214590	56215170
chr14_3164	56226690	56227750
chr14_3165	56252070	56253110
chr14_3166	56259400	56259800
chr14_3167	56286030	56287600
chr14_3168	56298240	56298850
chr14_3169	56540430	56542130
chr14_317	34058120	34058440
chr14_3170	56640310	56641830
chr14_3171	58551350	58553390
chr14_3172	58310600	58312150
chr14_3173	58586140	58586620
chr14_3174	63398900	63400900
chr14_3175	63680960	63681490
chr14_3176	63723970	63725320
chr14_3177	65763900	65765040
chr14_3178	66828400	66830650
chr14_3179	66832380	66833300
chr14_318	34063000	34064940
chr14_3180	67616780	67618350
chr14_3181	69922350	69924050
chr14_3182	69936120	69938040
chr14_3183	71107240	71109110
chr14_3184	75071400	75073690
chr14_3185	75531510	75531920
chr14_3186	76171070	76171240
chr14_3187	77280060	77281590
chr14_3188	78895750	78897250
chr14_3189	79900260	79901380
chr14_319	34171000	34172300
chr14_3190	87825190	87826840
chr14_3191	119040830	119043190
chr14_3192	119198770	119199780
chr14_3193	119282780	119285710
chr14_3194	121845710	121847520
chr14_3195	8774730	8777230
chr14_3196	12563620	12565850
chr14_3197	12891110	12892630
chr14_3198	15127080	15127420
chr14_3199	20916370	20918420
chr14_32	10077150	10078810
chr14_320	34082500	34083750
chr14_3200	20922140	20923620
chr14_3201	21556720	21556850
chr14_3202	22821600	22822530
chr14_3203	26385260	26385510
chr14_3204	35582220	35583250
chr14_3205	38096960	38097870
chr14_3206	41979940	41982150
chr14_3207	41982190	41983850
chr14_3208	41996420	41998410
chr14_3209	41631300	41632050
chr14_321	34164020	34166520
chr14_3210	41945120	41946920
chr14_3211	45694280	45695770
chr14_3212	46094860	46095560
chr14_3213	46604150	46604760
chr14_3214	47060730	47061650
chr14_3215	47492400	47492630
chr14_3216	48116900	48118800
chr14_3217	51404800	51405110
chr14_3218	61468130	61469960
chr14_3219	62989380	62990800
chr14_322	34190320	34191350
chr14_3220	63496220	63497600
chr14_3221	64584810	64585320
chr14_3222	64633840	64634790
chr14_3223	65350130	65351700
chr14_3224	65495360	65497020
chr14_3225	65616130	65617780
chr14_3226	66006420	66007220
chr14_3227	65945180	65945710
chr14_3228	67669430	67670920
chr14_3229	67727920	67728310
chr14_323	34258980	34260200
chr14_3230	67765120	67766140
chr14_3231	70261130	70261810
chr14_3232	70419680	70420270
chr14_3233	73882890	73884880
chr14_3234	73880300	73882720
chr14_3235	75302300	75304130
chr14_3236	75276700	75277420
chr14_3237	76228120	76229510
chr14_3238	76979390	76980480
chr14_3239	76981540	76983750
chr14_324	34558220	34560650
chr14_3240	76985300	76986730
chr14_3241	77144560	77145660
chr14_3242	77302090	77304170
chr14_3243	78927860	78929510
chr14_3244	78931360	78932410
chr14_3245	79083430	79085720
chr14_3246	79562220	79563910
chr14_3247	79886410	79887800
chr14_3248	79962220	79962920
chr14_3249	79559920	79562130
chr14_325	34654910	34655560
chr14_3250	105833570	105835140
chr14_3251	106221640	106222130
chr14_3252	106356570	106357650
chr14_3253	106392260	106392710
chr14_3254	121613720	121616160
chr14_3255	8710000	8711420
chr14_3256	8714210	8715420
chr14_3257	8723380	8725380
chr14_3258	9061890	9062670
chr14_3259	9064620	9066130
chr14_326	34659380	34661500
chr14_3260	14765840	14766920
chr14_3261	14820900	14821380
chr14_3262	14828190	14829170
chr14_3263	14862080	14864450
chr14_3264	14868010	14870100
chr14_3265	14918050	14919790
chr14_3266	17017750	17018340
chr14_3267	17216420	17218600
chr14_3268	17365680	17366100
chr14_3269	20464850	20466330
chr14_327	34896120	34896690
chr14_3270	20773760	20775150
chr14_3271	21030590	21032170
chr14_3272	21189870	21191520
chr14_3273	21195810	21196990
chr14_3274	21211510	21212700
chr14_3275	21241580	21241790
chr14_3276	21270040	21271420
chr14_3277	21348870	21349950
chr14_3278	21355450	21356290
chr14_3279	21384770	21385160
chr14_328	34898020	34900340
chr14_3280	21406200	21407290
chr14_3281	21465570	21466010
chr14_3282	21547820	21548380
chr14_3283	21573040	21573400
chr14_3284	21730320	21732300
chr14_3285	21735380	21737210
chr14_3286	21814500	21815060
chr14_3287	21993250	21994660
chr14_3288	22025440	22026330
chr14_3289	22094470	22095460
chr14_329	34902780	34903790
chr14_3290	22020040	22020360
chr14_3291	22324270	22325000
chr14_3292	22584810	22586060
chr14_3293	22842240	22843150
chr14_3294	22874180	22875900
chr14_3295	22921630	22922500
chr14_3296	23004450	23005860
chr14_3297	23036470	23038300
chr14_3298	23001790	23003380
chr14_3299	23229300	23230910
chr14_33	13116500	13119050
chr14_330	34903880	34905710
chr14_3300	23514350	23515960
chr14_3301	25302180	25303210
chr14_3302	25324380	25324990
chr14_3303	27239360	27240780
chr14_3304	27265860	27267720
chr14_3305	27286320	27287010
chr14_3306	27295060	27296790
chr14_3307	27371320	27373230
chr14_3308	27571470	27572610
chr14_3309	27577750	27578430
chr14_331	34905800	34907060
chr14_3310	27581340	27582040
chr14_3311	27596420	27597730
chr14_3312	27611310	27612860
chr14_3313	27629360	27630380
chr14_3314	27737050	27737720
chr14_3315	27837250	27838300
chr14_3316	28224210	28225660
chr14_3317	28496890	28498260
chr14_3318	30905620	30906070
chr14_3319	31243220	31243560
chr14_332	35124520	35126660
chr14_3320	31487610	31488920
chr14_3321	31326280	31326930
chr14_3322	31549000	31549990
chr14_3323	31570250	31571100
chr14_3324	31574140	31576770
chr14_3325	31730970	31731390
chr14_3326	31735220	31735770
chr14_3327	32136510	32137040
chr14_3328	32157780	32158980
chr14_3329	32266470	32267270
chr14_333	35188960	35189750
chr14_3330	32421380	32422340
chr14_3331	32432350	32432720
chr14_3332	32858090	32859240
chr14_3333	33011430	33012150
chr14_3334	33260150	33260650
chr14_3335	33374010	33375620
chr14_3336	33843860	33844530
chr14_3337	33886370	33887380
chr14_3338	33929640	33930980
chr14_3339	33997630	33998050
chr14_334	35190810	35192770
chr14_3340	34089380	34090160
chr14_3341	35053320	35054220
chr14_3342	35139140	35141600
chr14_3343	35154660	35156780
chr14_3344	35093430	35095380
chr14_3345	35531170	35532440
chr14_3346	35680530	35680790
chr14_3347	37736560	37737240
chr14_3348	40241360	40242300
chr14_3349	40665700	40666810
chr14_335	35195990	35196730
chr14_3350	40679970	40680970
chr14_3351	41878260	41878820
chr14_3352	44275330	44275730
chr14_3353	44407620	44407910
chr14_3354	44442400	44443260
chr14_3355	44451150	44453430
chr14_3356	44624280	44624610
chr14_3357	44634430	44635230
chr14_3358	45900650	45902760
chr14_3359	47287010	47288470
chr14_336	35296640	35298850
chr14_3360	47289450	47291150
chr14_3361	47420370	47421950
chr14_3362	47435320	47435850
chr14_3363	47465040	47466590
chr14_3364	47482360	47483000
chr14_3365	47181620	47182360
chr14_3366	47759330	47760400
chr14_3367	47924420	47925270
chr14_3368	47967960	47968920
chr14_3369	48356230	48357210
chr14_337	35366570	35368160
chr14_3370	49242160	49243380
chr14_3371	49249030	49249590
chr14_3372	49251530	49253360
chr14_3373	49472020	49473690
chr14_3374	49473980	49474870
chr14_3375	49639380	49640470
chr14_3376	49829880	49830300
chr14_3377	49898280	49898680
chr14_3378	52525980	52526180
chr14_3379	52836640	52837390
chr14_338	35375060	35376040
chr14_3380	54370100	54371370
chr14_3381	54385540	54387060
chr14_3382	54395440	54395830
chr14_3383	54412060	54412660
chr14_3384	54611010	54613620
chr14_3385	54737270	54737800
chr14_3386	54739780	54740800
chr14_3387	54659830	54661210
chr14_3388	54718970	54719410
chr14_3389	54919240	54920140
chr14_339	35377530	35379930
chr14_3390	54941300	54942040
chr14_3391	54984750	54986390
chr14_3392	55011090	55012160
chr14_3393	55047480	55048410
chr14_3394	55104070	55106250
chr14_3395	55106990	55107620
chr14_3396	55248390	55250820
chr14_3397	55321410	55323140
chr14_3398	55354010	55354560
chr14_3399	55421300	55421820
chr14_34	14441760	14442560
chr14_340	35395800	35396670
chr14_3400	55425090	55426350
chr14_3401	55427500	55428850
chr14_3402	55434170	55435480
chr14_3403	55662020	55662980
chr14_3404	56046480	56047540
chr14_3405	56048760	56049730
chr14_3406	56324830	56325270
chr14_3407	56388740	56390210
chr14_3408	56547530	56549130
chr14_3409	56606190	56606760
chr14_341	34537170	34539080
chr14_3410	56676450	56677340
chr14_3411	57080900	57081860
chr14_3412	57344920	57346790
chr14_3413	57451030	57453150
chr14_3414	57968630	57969550
chr14_3415	58005040	58007240
chr14_3416	58010070	58011820
chr14_3417	57899660	57900600
chr14_3418	58264880	58265670
chr14_3419	58274110	58276490
chr14_342	34621050	34622940
chr14_3420	58439390	58440870
chr14_3421	58423810	58425390
chr14_3422	58700800	58701150
chr14_3423	60813160	60814650
chr14_3424	60908820	60909840
chr14_3425	61395920	61397090
chr14_3426	62037560	62039160
chr14_3427	62155280	62156070
chr14_3428	61587110	61587570
chr14_3429	61848480	61850010
chr14_343	34709150	34710750
chr14_3430	62284080	62285570
chr14_3431	62362290	62363460
chr14_3432	62291860	62293290
chr14_3433	62785230	62786460
chr14_3434	62873070	62873510
chr14_3435	63408080	63408860
chr14_3436	63481340	63481810
chr14_3437	63598260	63599300
chr14_3438	63774900	63775390
chr14_3439	63775580	63777850
chr14_344	35129990	35131600
chr14_3440	64173760	64175160
chr14_3441	64178990	64179740
chr14_3442	64181740	64182410
chr14_3443	65411410	65411880
chr14_3444	65433760	65435950
chr14_3445	65550210	65551740
chr14_3446	65485350	65486850
chr14_3447	65677680	65677820
chr14_3448	65795830	65796410
chr14_3449	65821940	65822660
chr14_345	35122280	35123350
chr14_3450	66110370	66111130
chr14_3451	66133250	66133990
chr14_3452	66134900	66136290
chr14_3453	66166930	66167970
chr14_3454	66194650	66195330
chr14_3455	66124510	66125850
chr14_3456	66449350	66449840
chr14_3457	66786430	66788070
chr14_3458	66793700	66794000
chr14_3459	66998800	66999750
chr14_346	35380070	35382890
chr14_3460	67002620	67004370
chr14_3461	67207770	67208390
chr14_3462	67183560	67184920
chr14_3463	67194420	67195180
chr14_3464	67181440	67182920
chr14_3465	67474320	67474770
chr14_3466	67812510	67812860
chr14_3467	68051580	68051950
chr14_3468	70101640	70102060
chr14_3469	70136640	70137070
chr14_347	35398400	35399540
chr14_3470	70191280	70192400
chr14_3471	70486460	70487440
chr14_3472	70878380	70879350
chr14_3473	70889100	70891010
chr14_3474	70618520	70619120
chr14_3475	70658690	70659500
chr14_3476	70780190	70780810
chr14_3477	70787210	70788470
chr14_3478	73024980	73025650
chr14_3479	73044420	73044820
chr14_348	35400200	35401560
chr14_3480	73049090	73049540
chr14_3481	73089390	73089750
chr14_3482	73091170	73091660
chr14_3483	73720000	73721820
chr14_3484	74294340	74295760
chr14_3485	74411180	74411850
chr14_3486	74705790	74707640
chr14_3487	75051180	75052660
chr14_3488	75382790	75383510
chr14_3489	75384340	75385170
chr14_349	35445680	35447790
chr14_3490	75475340	75475870
chr14_3491	75547190	75549030
chr14_3492	75558570	75559990
chr14_3493	75570300	75570920
chr14_3494	75585830	75587130
chr14_3495	75766600	75767000
chr14_3496	75796230	75797340
chr14_3497	76028620	76029330
chr14_3498	76135430	76135840
chr14_3499	76141680	76142140
chr14_35	14845260	14846100
chr14_350	35447990	35449090
chr14_3500	76331110	76331490
chr14_3501	76557430	76558790
chr14_3502	76544740	76546300
chr14_3503	76875990	76878200
chr14_3504	77287460	77287980
chr14_3505	78898800	78899960
chr14_3506	79280720	79281250
chr14_3507	79308300	79308680
chr14_3508	79395470	79396600
chr14_3509	79782850	79784460
chr14_351	35575370	35577540
chr14_3510	79807410	79807830
chr14_3511	80019600	80021710
chr14_3512	87869820	87870250
chr14_3513	88154510	88155680
chr14_3514	88184170	88184530
chr14_3515	98477230	98477620
chr14_3516	99405310	99405610
chr14_3517	99503440	99505390
chr14_3518	99505410	99506510
chr14_3519	99526520	99527360
chr14_352	35109320	35111260
chr14_3520	99676450	99677140
chr14_3521	99705600	99706390
chr14_3522	99662320	99664200
chr14_3523	99627690	99629600
chr14_3524	99654500	99654830
chr14_3525	99247610	99248550
chr14_3526	99272340	99273650
chr14_3527	99684700	99685120
chr14_3528	99127260	99128910
chr14_3529	99129400	99130520
chr14_353	37698080	37699190
chr14_3530	99167420	99168830
chr14_3531	99821270	99821640
chr14_3532	99848360	99848670
chr14_3533	99988080	99988340
chr14_3534	101731550	101732020
chr14_3535	103218870	103220340
chr14_3536	103762030	103763200
chr14_3537	103874570	103875880
chr14_3538	103880180	103881220
chr14_3539	103885980	103886720
chr14_354	37777500	37778410
chr14_3540	104852850	104853450
chr14_3541	104866080	104866820
chr14_3542	104917730	104918770
chr14_3543	105488330	105489410
chr14_3544	105505350	105505940
chr14_3545	105492100	105494330
chr14_3546	105910090	105910740
chr14_3547	106041920	106044160
chr14_3548	106045870	106048700
chr14_3549	106236770	106237190
chr14_355	37860180	37862030
chr14_3550	106487600	106488280
chr14_3551	111648330	111649830
chr14_3552	111669350	111669910
chr14_3553	111696990	111697670
chr14_3554	111789710	111790540
chr14_3555	113510440	113512330
chr14_3556	113519880	113520330
chr14_3557	113537490	113538450
chr14_3558	113856410	113857380
chr14_3559	114050560	114051220
chr14_356	37933280	37933630
chr14_3560	115344370	115344620
chr14_3561	115587490	115587810
chr14_3562	116012950	116014290
chr14_3563	118508980	118511130
chr14_3564	118593020	118594500
chr14_3565	118595840	118597340
chr14_3566	118950250	118951980
chr14_3567	119206530	119207090
chr14_3568	119255310	119256600
chr14_3569	119312720	119313600
chr14_357	37946450	37949120
chr14_3570	119443090	119443370
chr14_3571	120863080	120863910
chr14_3572	121643030	121643990
chr14_3573	121717180	121718440
chr14_3574	121882040	121884060
chr14_3575	122127280	122127660
chr14_3576	122169710	122170880
chr14_3577	122184180	122185100
chr14_3578	122421680	122423890
chr14_3579	122542730	122544310
chr14_358	37921300	37923160
chr14_3580	122544450	122545880
chr14_3581	122639920	122640640
chr14_3582	122491280	122492050
chr14_3583	122501000	122501860
chr14_3584	122712210	122713220
chr14_3585	122721460	122721630
chr14_3586	122695510	122696310
chr14_3587	122703010	122703700
chr14_3588	122841850	122843080
chr14_3589	122682730	122683860
chr14_359	41750440	41750710
chr14_3590	122947370	122948780
chr14_3591	123089800	123091400
chr14_3592	122996450	122998410
chr14_3593	123113020	123113240
chr14_3594	123222460	123223870
chr14_3595	123165090	123166930
chr14_3596	123264080	123266520
chr14_3597	123407820	123409200
chr14_3598	123414960	123415440
chr14_3599	123513040	123513310
chr14_36	14846160	14848600
chr14_360	41775520	41777520
chr14_3600	4051410	4052620
chr14_3601	4212690	4214910
chr14_3602	4437830	4439230
chr14_3603	4517470	4519760
chr14_3604	4751760	4753310
chr14_3605	4828360	4830620
chr14_3606	7765060	7765630
chr14_3607	7436280	7438340
chr14_3608	8098350	8099040
chr14_3609	8320300	8321810
chr14_361	41777660	41780060
chr14_3610	8621480	8622430
chr14_3611	8716650	8719240
chr14_3612	9166770	9167490
chr14_3613	9199690	9201070
chr14_3614	9473670	9474980
chr14_3615	9632670	9633170
chr14_3616	11358720	11359920
chr14_3617	11255690	11256800
chr14_3618	12597150	12599130
chr14_3619	12706660	12709150
chr14_362	41747570	41749910
chr14_3620	13225150	13227320
chr14_3621	17111720	17112610
chr14_3622	17567700	17568720
chr14_3623	17650800	17651770
chr14_3624	17733580	17735190
chr14_3625	17837200	17838420
chr14_3626	18004780	18006200
chr14_3627	18563250	18564300
chr14_3628	20527160	20528990
chr14_3629	21786270	21786750
chr14_363	41815810	41817320
chr14_3630	21816620	21817940
chr14_3631	24196960	24198850
chr14_3632	25474430	25475730
chr14_3633	25954590	25955760
chr14_3634	26624480	26626280
chr14_3635	27307210	27308580
chr14_3636	28074400	28075480
chr14_3637	28526020	28527440
chr14_3638	29348130	29349810
chr14_3639	29368410	29369670
chr14_364	41817500	41820080
chr14_3640	29926990	29928280
chr14_3641	29991490	29993250
chr14_3642	30515690	30516720
chr14_3643	30869110	30869890
chr14_3644	32667400	32668660
chr14_3645	34301020	34302100
chr14_3646	34787760	34789120
chr14_3647	35010120	35010370
chr14_3648	35255490	35256670
chr14_3649	35638550	35640090
chr14_365	41820200	41822510
chr14_3650	35781700	35783400
chr14_3651	37723650	37725720
chr14_3652	37815990	37818040
chr14_3653	37683140	37684440
chr14_3654	41724850	41726170
chr14_3655	46220190	46220920
chr14_3656	46268130	46270170
chr14_3657	48424400	48426570
chr14_3658	48541470	48542050
chr14_3659	48671270	48673250
chr14_366	43549450	43551320
chr14_3660	49072620	49074610
chr14_3661	49846470	49847500
chr14_3662	49929790	49931590
chr14_3663	49921800	49922630
chr14_3664	52854640	52855540
chr14_3665	54763460	54764200
chr14_3666	54863000	54864770
chr14_3667	55189340	55190600
chr14_3668	55823310	55824700
chr14_3669	58320290	58321220
chr14_367	43553320	43555180
chr14_3670	60923340	60924110
chr14_3671	61025650	61026950
chr14_3672	61602880	61604700
chr14_3673	62286160	62287420
chr14_3674	62854640	62855300
chr14_3675	63777980	63778760
chr14_3676	64374120	64375510
chr14_3677	65407970	65410110
chr14_3678	65422830	65423670
chr14_3679	65420460	65421750
chr14_368	43675220	43677240
chr14_3680	65745440	65746660
chr14_3681	66169850	66171130
chr14_3682	66468600	66470450
chr14_3683	66568440	66569360
chr14_3684	66967130	66968600
chr14_3685	67097210	67098290
chr14_3686	67281640	67282700
chr14_3687	70984990	70985140
chr14_3688	71319580	71320900
chr14_3689	71573140	71574700
chr14_369	44007480	44009500
chr14_3690	73216620	73217160
chr14_3691	73413430	73415400
chr14_3692	74150530	74151420
chr14_3693	75774380	75775920
chr14_3694	75831140	75832180
chr14_3695	76361890	76362200
chr14_3696	76621270	76622700
chr14_3697	77907420	77908630
chr14_3698	79340940	79342270
chr14_3699	80572570	80573220
chr14_37	14895120	14896520
chr14_370	44160220	44162020
chr14_3700	98421440	98423300
chr14_3701	99209350	99211040
chr14_3702	101725620	101727180
chr14_3703	101750700	101752880
chr14_3704	101909300	101910950
chr14_3705	103955640	103956540
chr14_3706	104309950	104311750
chr14_3707	104858700	104860500
chr14_3708	104936380	104938420
chr14_3709	115219920	115221180
chr14_371	44522320	44524730
chr14_3710	117785400	117786160
chr14_3711	118212700	118213510
chr14_3712	118812890	118814340
chr14_3713	118821340	118822410
chr14_3714	118079920	118081460
chr14_3715	118988750	118989970
chr14_3716	120432310	120433280
chr14_3717	120630900	120631940
chr14_3718	121965800	121967150
chr14_3719	122588740	122590110
chr14_372	44594080	44596020
chr14_3720	123118770	123121160
chr14_3721	123986590	123987060
chr14_3722	124022200	124022810
chr14_3723	124059620	124060850
chr14_3724	125033870	125035220
chr14_3725	15518500	15519440
chr14_3726	28210910	28211370
chr14_3727	31419640	31420790
chr14_3728	31420850	31422280
chr14_3729	32493750	32494470
chr14_373	45619120	45621420
chr14_3730	37681330	37682700
chr14_3731	48238430	48239160
chr14_3732	54838420	54839840
chr14_3733	55110980	55112540
chr14_3734	57449240	57450750
chr14_3735	61328400	61329070
chr14_3736	64033440	64035600
chr14_3737	65683000	65684050
chr14_3738	75254820	75256130
chr14_3739	75421400	75423000
chr14_374	45657170	45658290
chr14_3740	75423810	75425670
chr14_3741	103323300	103324880
chr14_3742	120758660	120759150
chr14_3743	122317490	122318080
chr14_3744	122327720	122329610
chr14_3745	122460690	122463180
chr14_3746	9354580	9355080
chr14_3747	9438900	9439380
chr14_3748	29261320	29261730
chr14_3749	37668990	37669350
chr14_375	45667730	45668260
chr14_3750	53769970	53770320
chr14_3751	64014580	64015150
chr14_3752	68910750	68911110
chr14_3753	73257400	73257810
chr14_3754	88724450	88724840
chr14_3755	115606470	115607760
chr14_3756	119147220	119147580
chr14_3757	5086620	5087490
chr14_3758	5118460	5120140
chr14_3759	5153860	5154200
chr14_376	45668640	45670900
chr14_3760	7920540	7922300
chr14_3761	8026770	8027370
chr14_3762	8132560	8133260
chr14_3763	8197280	8197970
chr14_3764	8095600	8096270
chr14_3765	8283300	8283890
chr14_3766	8306170	8306960
chr14_3767	8789560	8790190
chr14_3768	9253230	9253790
chr14_3769	20144140	20144980
chr14_377	45688560	45690690
chr14_3770	20322880	20325330
chr14_3771	20387790	20390130
chr14_3772	20403510	20405630
chr14_3773	20419220	20419620
chr14_3774	20420870	20421610
chr14_3775	20939090	20940400
chr14_3776	21136790	21138430
chr14_3777	21839460	21840140
chr14_3778	22562100	22563880
chr14_3779	22655910	22657610
chr14_378	46124400	46125500
chr14_3780	24838700	24839530
chr14_3781	25112800	25112890
chr14_3782	25197290	25197870
chr14_3783	25265380	25267160
chr14_3784	25440460	25442280
chr14_3785	27112610	27113460
chr14_3786	27203160	27204210
chr14_3787	27130340	27132300
chr14_3788	27512500	27513120
chr14_3789	27793730	27795640
chr14_379	45949600	45950500
chr14_3790	27724650	27725750
chr14_3791	31512220	31512690
chr14_3792	31884660	31885250
chr14_3793	33647370	33648340
chr14_3794	33804120	33805170
chr14_3795	34402470	34403690
chr14_3796	34459030	34459990
chr14_3797	34865960	34867580
chr14_3798	34864760	34865650
chr14_3799	36908350	36908500
chr14_38	14896760	14899620
chr14_380	45954390	45954590
chr14_3800	37748310	37749520
chr14_3801	41886320	41887240
chr14_3802	42047910	42048530
chr14_3803	43953400	43954560
chr14_3804	43994090	43994770
chr14_3805	44074510	44075840
chr14_3806	44094590	44095200
chr14_3807	44185360	44185650
chr14_3808	44254600	44255080
chr14_3809	45577470	45579930
chr14_381	46074800	46076550
chr14_3810	45682200	45682920
chr14_3811	46976680	46977170
chr14_3812	47688240	47688650
chr14_3813	48056400	48057070
chr14_3814	48613180	48614180
chr14_3815	49191180	49191780
chr14_3816	51000700	51001170
chr14_3817	52211600	52212180
chr14_3818	52755550	52756620
chr14_3819	52777380	52778040
chr14_382	46076590	46078410
chr14_3820	53056380	53057120
chr14_3821	55432670	55433690
chr14_3822	55514530	55515780
chr14_3823	55516100	55516850
chr14_3824	55771610	55773350
chr14_3825	56097870	56098240
chr14_3826	56255440	56256690
chr14_3827	56294560	56295760
chr14_3828	57010000	57011530
chr14_3829	57068950	57069690
chr14_383	46070640	46073480
chr14_3830	57151470	57154180
chr14_3831	59761030	59761290
chr14_3832	59797050	59797160
chr14_3833	60188620	60190030
chr14_3834	60961990	60962770
chr14_3835	61407070	61408420
chr14_3836	61922940	61923970
chr14_3837	63192960	63193570
chr14_3838	64402340	64402780
chr14_3839	64606150	64606530
chr14_384	45926900	45929290
chr14_3840	64703210	64704140
chr14_3841	65793250	65794150
chr14_3842	66396360	66397080
chr14_3843	66695710	66696480
chr14_3844	69740230	69740910
chr14_3845	69790100	69790550
chr14_3846	70127910	70129500
chr14_3847	70240380	70241300
chr14_3848	70538750	70539790
chr14_3849	70982370	70983100
chr14_385	45970510	45972620
chr14_3850	73187410	73189110
chr14_3851	76974780	76976410
chr14_3852	77134740	77135290
chr14_3853	78860750	78861450
chr14_3854	79044250	79044550
chr14_3855	78954460	78956860
chr14_3856	79544380	79545130
chr14_3857	80056000	80056390
chr14_3858	80222520	80223090
chr14_3859	84473940	84474420
chr14_386	46095780	46097880
chr14_3860	87418480	87420420
chr14_3861	87559440	87559680
chr14_3862	101590890	101591950
chr14_3863	101598700	101599270
chr14_3864	103514440	103515460
chr14_3865	104127440	104128240
chr14_3866	106229570	106230670
chr14_3867	117266000	117267100
chr14_3868	117279530	117281920
chr14_3869	118609920	118612350
chr14_387	46130300	46131320
chr14_3870	118681540	118683540
chr14_3871	118387580	118388110
chr14_3872	118574150	118574800
chr14_3873	118856430	118857090
chr14_3874	121035550	121037370
chr14_3875	122622430	122622990
chr14_3876	122822300	122823170
chr14_3877	7469290	7470380
chr14_3878	16617380	16618260
chr14_3879	16767130	16767530
chr14_388	46146780	46149600
chr14_3880	31085890	31086900
chr14_3881	33305680	33307210
chr14_3882	45703860	45705380
chr14_3883	45712120	45712340
chr14_3884	48160180	48160390
chr14_3885	56199500	56199750
chr14_3886	56132730	56133400
chr14_3887	63754550	63755240
chr14_3888	65697020	65697380
chr14_3889	67705200	67705490
chr14_389	46179980	46182430
chr14_3890	69753680	69754840
chr14_3891	72957550	72959040
chr14_3892	73099970	73100180
chr14_3893	73263100	73263490
chr14_3894	73833040	73833790
chr14_3895	76291840	76293320
chr14_3896	78729600	78731500
chr14_3897	103416150	103416590
chr14_3898	119226620	119227680
chr14_3899	120920130	120920420
chr14_39	14899860	14902300
chr14_390	46182550	46184180
chr14_3900	120925030	120925240
chr14_3901	121951130	121953310
chr14_3902	9087540	9088160
chr14_3903	68569000	68570600
chr14_3904	121660220	121662670
chr14_3905	121971200	121973600
chr14_3906	9464740	9465700
chr14_3907	15844000	15844420
chr14_3908	16967000	16969000
chr14_3909	17168110	17169410
chr14_391	46184900	46185730
chr14_3910	18837680	18838190
chr14_3911	19182860	19183900
chr14_3912	20825640	20826040
chr14_3913	22631950	22632440
chr14_3914	30902540	30903000
chr14_3915	30910260	30910720
chr14_3916	30919640	30920580
