HGNC:462	ENSG00000099721	MGI:88005	ENSMUSG00000031354
HGNC:18657	ENSG00000085831	MGI:2444350	ENSMUSG00000028555
HGNC:992	ENSG00000171552	MGI:88139	ENSMUSG00000007659
HGNC:17291	ENSG00000099203	MGI:106201	ENSMUSG00000032180
HGNC:29208	ENSG00000136541	MGI:1925017	ENSMUSG00000026830
HGNC:20222	ENSG00000198208	MGI:2443413	ENSMUSG00000019235
HGNC:37213	ENSG00000234776	MGI:1916742	ENSMUSG00000044916
HGNC:7999	ENSG00000185737	MGI:1097165	ENSMUSG00000041014
HGNC:3312	ENSG00000066044	MGI:1100851	ENSMUSG00000040028
HGNC:2256	ENSG00000103647	MGI:2444283	ENSMUSG00000041729
HGNC:11187	ENSG00000115904	MGI:98354	ENSMUSG00000024241
HGNC:3381	ENSG00000166947	MGI:95402	ENSMUSG00000023216
HGNC:7610	ENSG00000034971	MGI:1202864	ENSMUSG00000026697
HGNC:17928	ENSG00000131470	MGI:1098610	ENSMUSG00000019303
HGNC:4328	ENSG00000145451	MGI:95749	ENSMUSG00000038257
HGNC:1745	ENSG00000097046	MGI:1309511	ENSMUSG00000029283
HGNC:8770	ENSG00000136940	MGI:1914716	ENSMUSG00000009030
HGNC:17838	ENSG00000155438	MGI:1915199	ENSMUSG00000026377
HGNC:14674	ENSG00000150275	MGI:1891428	ENSMUSG00000052613
HGNC:7880	ENSG00000080802	MGI:1859026	ENSMUSG00000038784
HGNC:34524	ENSG00000197416	MGI:1922747	ENSMUSG00000027530
HGNC:9846	ENSG00000132341	MGI:1333112	ENSMUSG00000029430
HGNC:28319	ENSG00000134020	MGI:1920773	ENSMUSG00000022085
HGNC:23434	ENSG00000107443	MGI:2443297	ENSMUSG00000025010
HGNC:8852	ENSG00000166821	MGI:1338788	ENSMUSG00000030545
HGNC:11610	ENSG00000173991	MGI:1330233	ENSMUSG00000007877
HGNC:20390	ENSG00000137767	MGI:1929899	ENSMUSG00000005803
HGNC:11007	ENSG00000059804	MGI:95757	ENSMUSG00000003153
HGNC:11857	ENSG00000142484	MGI:1922854	ENSMUSG00000018919
HGNC:9795	ENSG00000100949	MGI:1860443	ENSMUSG00000040472
HGNC:1632	ENSG00000135535	MGI:1859568	ENSMUSG00000019818
HGNC:10740	ENSG00000143434	MGI:1338032	ENSMUSG00000038777
HGNC:13680	ENSG00000082126	MGI:2386681	ENSMUSG00000079550
HGNC:3008	ENSG00000254986	MGI:1922471	ENSMUSG00000063904
HGNC:14629	ENSG00000134690	MGI:1196274	ENSMUSG00000028873
HGNC:24143	ENSG00000121900	MGI:1913510	ENSMUSG00000028786
HGNC:3491	ENSG00000105672	MGI:99253	ENSMUSG00000006311
HGNC:18585	ENSG00000153944	MGI:1923876	ENSMUSG00000069769
HGNC:3091	ENSG00000157540	MGI:1330299	ENSMUSG00000022897
HGNC:17168	ENSG00000118873	MGI:1916043	ENSMUSG00000039318
HGNC:8659	ENSG00000169851	MGI:1860487	ENSMUSG00000029108
HGNC:18797	ENSG00000131650	MGI:1920266	ENSMUSG00000040680
HGNC:3041	ENSG00000172348	MGI:1858219	ENSMUSG00000039601
HGNC:9227	ENSG00000130810	MGI:2178445	ENSMUSG00000004100
HGNC:5959	ENSG00000070061	MGI:1914544	ENSMUSG00000028431
HGNC:28869	ENSG00000162148	MGI:1915002	ENSMUSG00000035179
HGNC:25474	ENSG00000120658	MGI:2444896	ENSMUSG00000022012
HGNC:4668	ENSG00000148308	MGI:1917489	ENSMUSG00000026816
HGNC:15095	ENSG00000258083	MGI:3030294	ENSMUSG00000045514
HGNC:26348	ENSG00000140623	MGI:1918339	ENSMUSG00000022542
HGNC:15583	ENSG00000188501	MGI:2183549	ENSMUSG00000032401
HGNC:12559	ENSG00000169344	MGI:102674	ENSMUSG00000030963
HGNC:20310	ENSG00000139835	MGI:1914040	ENSMUSG00000038515
HGNC:6887	ENSG00000162889	MGI:109298	ENSMUSG00000016528
HGNC:9399	ENSG00000163932	MGI:97598	ENSMUSG00000021948
HGNC:1309	ENSG00000054611	MGI:1289265	ENSMUSG00000051864
HGNC:28862	ENSG00000164190	MGI:1913976	ENSMUSG00000022141
HGNC:26902	ENSG00000164620	MGI:1918044	ENSMUSG00000044024
HGNC:16682	ENSG00000177485	MGI:1927290	ENSMUSG00000048047
HGNC:17012	ENSG00000213066	MGI:1922546	ENSMUSG00000069135
HGNC:32462	ENSG00000213967	MGI:1925501	ENSMUSG00000090641
HGNC:29163	ENSG00000101004	MGI:1925427	ENSMUSG00000068115
HGNC:23782	ENSG00000100227	MGI:1921076	ENSMUSG00000041815
HGNC:17587	ENSG00000109919	MGI:1929260	ENSMUSG00000027282
HGNC:23473	ENSG00000148483	MGI:1919309	ENSMUSG00000061531
HGNC:13628	ENSG00000142408	MGI:1932376	ENSMUSG00000053395
HGNC:33718	ENSG00000171695	MGI:2685538	ENSMUSG00000045794
HGNC:1380	ENSG00000131686	MGI:1333786	ENSMUSG00000028972
HGNC:4751	ENSG00000276410	MGI:2448377	ENSMUSG00000075031
HGNC:5991	ENSG00000115008	MGI:96542	ENSMUSG00000027399
HGNC:6089	ENSG00000120210	MGI:1351595	ENSMUSG00000050957
HGNC:11774	ENSG00000069702	MGI:104637	ENSMUSG00000029287
HGNC:13589	ENSG00000147912	MGI:2686937	ENSMUSG00000048232
HGNC:897	ENSG00000126895	MGI:88123	ENSMUSG00000031390
HGNC:6446	ENSG00000170421	MGI:96705	ENSMUSG00000049382
HGNC:4567	ENSG00000141738	MGI:102683	ENSMUSG00000019312
HGNC:26821	ENSG00000163492	MGI:1919735	ENSMUSG00000044033
HGNC:6529	ENSG00000043462	MGI:1321402	ENSMUSG00000002699
HGNC:25538	ENSG00000117593	MGI:2442510	ENSMUSG00000026709
HGNC:28082	ENSG00000197355	MGI:2443318	ENSMUSG00000026956
HGNC:19147	ENSG00000183153	MGI:2384150	ENSMUSG00000047197
HGNC:20455	ENSG00000072609	MGI:2444898	ENSMUSG00000014668
HGNC:19721	ENSG00000171302	MGI:1923275	ENSMUSG00000025575
HGNC:28068	ENSG00000196458	MGI:2444933	ENSMUSG00000023284
HGNC:8510	ENSG00000134996	MGI:700012	ENSMUSG00000024725
HGNC:23384	ENSG00000173258	MGI:3510405	ENSMUSG00000038630
HGNC:4055	ENSG00000196419	MGI:95606	ENSMUSG00000022471
HGNC:108	ENSG00000087085	MGI:87876	ENSMUSG00000023328
HGNC:29565	ENSG00000167130	MGI:1914093	ENSMUSG00000026856
HGNC:7687	ENSG00000189043	MGI:107686	ENSMUSG00000029632
HGNC:25766	ENSG00000175455	MGI:2443448	ENSMUSG00000022833
HGNC:18284	ENSG00000141542	MGI:2183451	ENSMUSG00000025170
HGNC:11486	ENSG00000124333	MGI:1096399	
HGNC:9676	ENSG00000054356	MGI:102765	ENSMUSG00000026204
HGNC:29361	ENSG00000138018	MGI:107898	ENSMUSG00000075703
HGNC:21248	ENSG00000184465	MGI:1918932	ENSMUSG00000046991
HGNC:28149	ENSG00000167183	MGI:2387599	ENSMUSG00000047040
HGNC:11164	ENSG00000128739	MGI:98347	ENSMUSG00000102252
HGNC:11654	ENSG00000070814	MGI:892003	ENSMUSG00000024613
HGNC:24880	ENSG00000124466	MGI:1919684	ENSMUSG00000057454
HGNC:850	ENSG00000241837	MGI:106341	ENSMUSG00000116933
HGNC:33744	ENSG00000185475	MGI:1914956	ENSMUSG00000118346
HGNC:19405	ENSG00000177614	MGI:2429955	ENSMUSG00000050751
HGNC:12611	ENSG00000058056	MGI:1919857	ENSMUSG00000056900
HGNC:27269	ENSG00000188676	MGI:2142489	ENSMUSG00000031549
HGNC:10294	ENSG00000116745	MGI:98001	ENSMUSG00000028174
HGNC:20985	ENSG00000102243	MGI:2655768	ENSMUSG00000031131
HGNC:7773	ENSG00000186575	MGI:97307	ENSMUSG00000009073
HGNC:29593	ENSG00000186352	MGI:3603344	ENSMUSG00000050914
HGNC:15740	ENSG00000128510	MGI:1919041	ENSMUSG00000039070
HGNC:12500	ENSG00000130939	MGI:1927086	ENSMUSG00000028960
HGNC:14034	ENSG00000116221	MGI:1926268	ENSMUSG00000028622
HGNC:16047	ENSG00000135617	MGI:1920577	ENSMUSG00000030008
HGNC:52277	ENSG00000282815	MGI:2685208	ENSMUSG00000078320
HGNC:10867	ENSG00000070731	MGI:107553	ENSMUSG00000110170
HGNC:170	ENSG00000115091	MGI:1921367	ENSMUSG00000026341
HGNC:7138	ENSG00000275023	MGI:1935145	ENSMUSG00000038437
HGNC:5175	ENSG00000173744	MGI:1333754	ENSMUSG00000026159
HGNC:30487	ENSG00000152439	MGI:2385265	ENSMUSG00000066838
HGNC:7234	ENSG00000148187	MGI:1915121	ENSMUSG00000026887
HGNC:2376	ENSG00000105085	MGI:1917875	ENSMUSG00000045248
HGNC:2680	ENSG00000101191	MGI:1344352	ENSMUSG00000038914
HGNC:11355	ENSG00000101972	MGI:1098583	ENSMUSG00000025862
HGNC:6899	ENSG00000130368	MGI:96918	ENSMUSG00000068037
HGNC:660	ENSG00000113595	MGI:1933161	ENSMUSG00000021712
HGNC:13913	ENSG00000143006	MGI:1927125	ENSMUSG00000028610
HGNC:4431	ENSG00000108433	MGI:1927204	ENSMUSG00000020946
HGNC:16168	ENSG00000042062	MGI:1916803	ENSMUSG00000074577
HGNC:15103	ENSG00000186943	MGI:3030106	ENSMUSG00000051593
HGNC:6146	ENSG00000156886	MGI:3578624	ENSMUSG00000070369
HGNC:21083	ENSG00000169976	MGI:1913375	ENSMUSG00000078348
HGNC:31270	ENSG00000260811	MGI:3031097	ENSMUSG00000059112
HGNC:17920	ENSG00000177427	MGI:2144199	ENSMUSG00000018599
HGNC:9813	ENSG00000119318	MGI:105128	ENSMUSG00000028426
HGNC:18175	ENSG00000132423	MGI:101813	ENSMUSG00000028247
HGNC:2569	ENSG00000134590	MGI:1920115	ENSMUSG00000051851
HGNC:5022	ENSG00000125798	MGI:1347476	ENSMUSG00000037025
HGNC:10926	ENSG00000170190	MGI:2443515	ENSMUSG00000045775
HGNC:9320	ENSG00000154845	MGI:1917601	ENSMUSG00000061950
HGNC:29113	ENSG00000075240	MGI:2676308	ENSMUSG00000035900
HGNC:26639	ENSG00000173950	MGI:2146443	ENSMUSG00000047434
HGNC:11364	ENSG00000168610	MGI:103038	ENSMUSG00000004040
HGNC:35410	ENSG00000215845	MGI:3648482	ENSMUSG00000103711
HGNC:22448	ENSG00000106410	MGI:108011	ENSMUSG00000029736
HGNC:19127	ENSG00000176490	MGI:2183442	ENSMUSG00000043670
HGNC:24616	ENSG00000079313	MGI:1914182	ENSMUSG00000047417
HGNC:1939	ENSG00000134121	MGI:1098266	ENSMUSG00000030077
HGNC:1867	ENSG00000147400	MGI:1347085	ENSMUSG00000031347
HGNC:25034	ENSG00000198842	MGI:2685055	ENSMUSG00000026564
HGNC:17829	ENSG00000125734	MGI:1925558	ENSMUSG00000005823
HGNC:19042	ENSG00000120539	MGI:1914371	ENSMUSG00000026779
HGNC:11298	ENSG00000125508	MGI:101865	ENSMUSG00000027579
HGNC:28785	ENSG00000122085	MGI:1918355	ENSMUSG00000026273
HGNC:24970	ENSG00000010295	MGI:2444516	ENSMUSG00000038271
HGNC:16142	ENSG00000125534	MGI:1913746	ENSMUSG00000016344
HGNC:8792	ENSG00000171408	MGI:1352752	ENSMUSG00000019990
HGNC:2052	ENSG00000166509	MGI:2685642	ENSMUSG00000008874
HGNC:11985	ENSG00000154174	MGI:106295	ENSMUSG00000022752
HGNC:20321	ENSG00000253797	MGI:2445092	ENSMUSG00000079470
HGNC:20190	ENSG00000129534	MGI:2145099	ENSMUSG00000047534
HGNC:32063	ENSG00000243284	MGI:3642995	ENSMUSG00000049598
HGNC:1925	ENSG00000149554	MGI:1202065	ENSMUSG00000032113
HGNC:28300	ENSG00000141698	MGI:1915356	ENSMUSG00000017176
HGNC:2257	ENSG00000241563	MGI:109538	ENSMUSG00000028971
HGNC:4557	ENSG00000224586	MGI:104886	ENSMUSG00000004344
HGNC:253	ENSG00000197894	MGI:87929	ENSMUSG00000028138
HGNC:10466	ENSG00000114993	MGI:107371	ENSMUSG00000034930
HGNC:30247	ENSG00000164081	MGI:1096570	ENSMUSG00000040813
HGNC:21496	ENSG00000164144	MGI:1277120	ENSMUSG00000074513
HGNC:18553	ENSG00000102934	MGI:1915051	ENSMUSG00000031775
HGNC:25891	ENSG00000145439	MGI:2384567	ENSMUSG00000031641
HGNC:20078	ENSG00000164663	MGI:2685391	ENSMUSG00000090115
HGNC:10477	ENSG00000186350	MGI:98214	ENSMUSG00000015846
HGNC:1571	ENSG00000110148	MGI:99479	ENSMUSG00000030898
HGNC:23728	ENSG00000148426	MGI:2442238	ENSMUSG00000045319
HGNC:28157	ENSG00000138678	MGI:3603816	ENSMUSG00000029314
HGNC:24728	ENSG00000185418	MGI:2444486	ENSMUSG00000030515
HGNC:14304	ENSG00000141161	MGI:2443377	ENSMUSG00000018845
HGNC:11047	ENSG00000268104	MGI:1890216	ENSMUSG00000031089
HGNC:18827	ENSG00000166321	MGI:1914975	ENSMUSG00000021809
HGNC:8543	ENSG00000171631	MGI:2673874	ENSMUSG00000048779
HGNC:21392	ENSG00000162739	MGI:1353620	ENSMUSG00000015314
HGNC:9479	ENSG00000196365	MGI:1921392	ENSMUSG00000041168
HGNC:18588	ENSG00000106013	MGI:1922446	ENSMUSG00000029517
HGNC:6861	ENSG00000006432	MGI:2449952	ENSMUSG00000042724
HGNC:10251	ENSG00000067900	MGI:107927	ENSMUSG00000024290
HGNC:17858	ENSG00000160360	MGI:1915089	ENSMUSG00000026930
HGNC:16389	ENSG00000169087	MGI:1913917	ENSMUSG00000022849
HGNC:32322	ENSG00000260428	MGI:102934	ENSMUSG00000034161
HGNC:7208	ENSG00000107186	MGI:1343489	ENSMUSG00000028402
HGNC:7001	ENSG00000134138	MGI:108564	ENSMUSG00000027210
HGNC:3437	ENSG00000134899	MGI:103582	ENSMUSG00000026048
HGNC:26210	ENSG00000142102	MGI:2444047	ENSMUSG00000062031
HGNC:29547	ENSG00000171241	MGI:1338802	ENSMUSG00000022322
HGNC:19057	ENSG00000124177	MGI:1918639	ENSMUSG00000057133
HGNC:9870	ENSG00000113643	MGI:1914297	ENSMUSG00000018848
HGNC:27009	ENSG00000173947	MGI:1923670	ENSMUSG00000010136
HGNC:25745	ENSG00000143319	MGI:2140076	ENSMUSG00000048039
HGNC:30259	ENSG00000241360	MGI:1919282	ENSMUSG00000116165
HGNC:23692	ENSG00000144476	MGI:109562	ENSMUSG00000044337
HGNC:2082	ENSG00000134852	MGI:99698	ENSMUSG00000029238
HGNC:1330	ENSG00000172399	MGI:1913063	ENSMUSG00000028116
HGNC:18802	ENSG00000171953	MGI:2180561	ENSMUSG00000042709
HGNC:17367	ENSG00000114446	MGI:1921166	ENSMUSG00000032965
HGNC:24871	ENSG00000162642	MGI:1913671	ENSMUSG00000036873
HGNC:33433	ENSG00000138068	MGI:1920921	ENSMUSG00000038045
HGNC:13447	ENSG00000111371	MGI:2145895	ENSMUSG00000023169
HGNC:9570	ENSG00000131467	MGI:1096366	ENSMUSG00000078652
HGNC:25501	ENSG00000160058	MGI:1913466	ENSMUSG00000040859
HGNC:15771	ENSG00000088882	MGI:1934569	ENSMUSG00000027408
HGNC:23109	ENSG00000196159	MGI:3045256	ENSMUSG00000046743
HGNC:27038	ENSG00000204001	MGI:2135945	ENSMUSG00000036449
HGNC:21020	ENSG00000130348	MGI:1923813	ENSMUSG00000019863
HGNC:30131	ENSG00000188582	MGI:1922802	ENSMUSG00000064225
HGNC:20751	ENSG00000163625	MGI:1096875	ENSMUSG00000043940
HGNC:21401	ENSG00000111850	MGI:1913541	ENSMUSG00000028295
HGNC:2681	ENSG00000204209	MGI:1197015	ENSMUSG00000002307
HGNC:1497	ENSG00000147044	MGI:1309489	ENSMUSG00000031012
HGNC:177	ENSG00000243989	MGI:87913	ENSMUSG00000023262
HGNC:2542	ENSG00000256043	MGI:2139628	ENSMUSG00000028015
HGNC:9352	ENSG00000117450	MGI:99523	ENSMUSG00000028691
HGNC:29971	ENSG00000116885	MGI:1916308	ENSMUSG00000042616
HGNC:10734	ENSG00000135622	MGI:1340055	ENSMUSG00000000627
HGNC:30168	ENSG00000143870	MGI:1919103	ENSMUSG00000020571
HGNC:95	ENSG00000169359	MGI:1332247	ENSMUSG00000027822
HGNC:12446	ENSG00000092445	MGI:104294	ENSMUSG00000027298
HGNC:28867	ENSG00000073792	MGI:1890358	ENSMUSG00000033581
HGNC:4259	ENSG00000131067	MGI:1913385	ENSMUSG00000027603
HGNC:14660	ENSG00000269858	MGI:1932287	ENSMUSG00000058709
HGNC:26933	ENSG00000198917	MGI:106544	ENSMUSG00000039660
HGNC:15708	ENSG00000170915	MGI:1921479	ENSMUSG00000025931
HGNC:26512	ENSG00000162819	MGI:1918928	ENSMUSG00000046836
HGNC:9670	ENSG00000142949	MGI:102695	ENSMUSG00000033295
HGNC:9561	ENSG00000159352	MGI:1201670	ENSMUSG00000005625
HGNC:22200	ENSG00000255690	MGI:1914123	ENSMUSG00000043496
HGNC:21114	ENSG00000198663	MGI:2136782	ENSMUSG00000052712
HGNC:219	ENSG00000156140	MGI:3045353	ENSMUSG00000043635
HGNC:4200	ENSG00000135441	MGI:1195276	ENSMUSG00000090247
HGNC:13076	ENSG00000170265	MGI:2141413	ENSMUSG00000025821
HGNC:23034	ENSG00000153721	MGI:2674130	ENSMUSG00000015202
HGNC:4761	ENSG00000124635	MGI:2448415	ENSMUSG00000068854
HGNC:4065	ENSG00000171298	MGI:95609	ENSMUSG00000025579
HGNC:18229	ENSG00000100302	MGI:1922391	ENSMUSG00000034472
HGNC:9874	ENSG00000075391	MGI:2443881	ENSMUSG00000070565
HGNC:3040	ENSG00000159200	MGI:1890564	ENSMUSG00000022951
HGNC:13239	ENSG00000166979	MGI:1918217	ENSMUSG00000039903
HGNC:26404	ENSG00000152620	MGI:1915896	ENSMUSG00000022253
HGNC:27230	ENSG00000171320	MGI:1919238	ENSMUSG00000022034
HGNC:8554	ENSG00000070756	MGI:1349722	ENSMUSG00000022283
HGNC:2859	ENSG00000116133	MGI:1922004	ENSMUSG00000034926
HGNC:2352	ENSG00000095794	MGI:88495	ENSMUSG00000063889
HGNC:31046	ENSG00000114544	MGI:1918949	ENSMUSG00000030089
HGNC:21109	ENSG00000112584	MGI:1914794	ENSMUSG00000014763
HGNC:23326	ENSG00000168297	MGI:1289230	ENSMUSG00000033885
HGNC:24974	ENSG00000099899	MGI:96270	ENSMUSG00000022721
HGNC:24166	ENSG00000168672	MGI:3026924	ENSMUSG00000072568
HGNC:3579	ENSG00000103876	MGI:95482	ENSMUSG00000030630
HGNC:25974	ENSG00000130055	MGI:1918834	ENSMUSG00000019359
HGNC:14211	ENSG00000095585	MGI:96878	ENSMUSG00000061132
HGNC:28055	ENSG00000186193	MGI:1919330	ENSMUSG00000026955
HGNC:4093	ENSG00000136750	MGI:95634	ENSMUSG00000026787
HGNC:14673	ENSG00000163820	MGI:107277	ENSMUSG00000025241
HGNC:9872	ENSG00000155903	MGI:2149960	ENSMUSG00000032413
HGNC:4485	ENSG00000164850	MGI:1924104	ENSMUSG00000053647
HGNC:8786	ENSG00000133256	MGI:97525	ENSMUSG00000029491
HGNC:29810	ENSG00000196199	MGI:1922589	ENSMUSG00000079184
HGNC:4462	ENSG00000136235	MGI:1934765	ENSMUSG00000029816
HGNC:8490	ENSG00000115947	MGI:1347043	ENSMUSG00000026761
HGNC:6359	ENSG00000167757	MGI:1929977	ENSMUSG00000067616
HGNC:6719	ENSG00000213316	MGI:107498	ENSMUSG00000020377
HGNC:21969	ENSG00000236279	MGI:2141402	ENSMUSG00000079598
HGNC:2771	ENSG00000197766	MGI:87931	ENSMUSG00000061780
HGNC:5047	ENSG00000125944	MGI:1891692	ENSMUSG00000066037
HGNC:33227	ENSG00000232258	MGI:1921970	ENSMUSG00000022715
HGNC:15042	ENSG00000178586	MGI:3031248	ENSMUSG00000042849
HGNC:32554	ENSG00000188522	MGI:1916890	ENSMUSG00000042377
HGNC:18586	ENSG00000102904	MGI:1919486	ENSMUSG00000031893
HGNC:6968	ENSG00000128590	MGI:1351618	ENSMUSG00000014905
HGNC:3516	ENSG00000162694	MGI:1889574	ENSMUSG00000027963
HGNC:10070	ENSG00000114125	MGI:1337096	ENSMUSG00000051234
HGNC:224	ENSG00000134917	MGI:1353468	ENSMUSG00000031994
HGNC:14909	ENSG00000169777	MGI:2681253	ENSMUSG00000045267
HGNC:6255	ENSG00000151704	MGI:1927248	ENSMUSG00000041248
HGNC:18576	ENSG00000152669	MGI:2145534	ENSMUSG00000042417
HGNC:3228	ENSG00000108947	MGI:109196	ENSMUSG00000003934
HGNC:18097	ENSG00000215545	MGI:1922650	ENSMUSG00000044249
HGNC:25535	ENSG00000095209	MGI:1098718	ENSMUSG00000028420
HGNC:9483	ENSG00000275896	MGI:102759	ENSMUSG00000057163
HGNC:28873	ENSG00000134258	MGI:3039619	ENSMUSG00000051076
HGNC:3818	ENSG00000111206	MGI:1347487	ENSMUSG00000001517
HGNC:11276	ENSG00000173898	MGI:1313261	ENSMUSG00000067889
HGNC:10643	ENSG00000124875	MGI:1096868	ENSMUSG00000029371
HGNC:8550	ENSG00000170515	MGI:894684	ENSMUSG00000025364
HGNC:26901	ENSG00000165899	MGI:3647600	ENSMUSG00000091455
HGNC:10894	ENSG00000100462	MGI:1351645	ENSMUSG00000023110
HGNC:9347	ENSG00000116731	MGI:107628	ENSMUSG00000057637
HGNC:17297	ENSG00000170633	MGI:2153340	ENSMUSG00000029474
HGNC:678	ENSG00000141522	MGI:2178103	ENSMUSG00000025132
HGNC:28596	ENSG00000162885	MGI:2145517	ENSMUSG00000039242
HGNC:29816	ENSG00000163833	MGI:2443753	ENSMUSG00000047746
HGNC:25883	ENSG00000183779	MGI:2662729	ENSMUSG00000085795
HGNC:533	ENSG00000135046	MGI:96819	ENSMUSG00000024659
HGNC:6888	ENSG00000114738	MGI:2143163	ENSMUSG00000032577
HGNC:18625	ENSG00000106080	MGI:2387639	ENSMUSG00000038074
HGNC:28209	ENSG00000174007	MGI:1914244	ENSMUSG00000035790
HGNC:17095	ENSG00000011376	MGI:2142973	ENSMUSG00000035202
HGNC:2977	ENSG00000107614	MGI:1274787	ENSMUSG00000026723
HGNC:18328	ENSG00000166793	MGI:3605071	ENSMUSG00000034059
HGNC:2214	ENSG00000114270	MGI:88462	ENSMUSG00000025650
HGNC:19269	ENSG00000173464	MGI:3528583	ENSMUSG00000059648
HGNC:12865	ENSG00000189420	MGI:108094	ENSMUSG00000031374
HGNC:19236	ENSG00000115762	MGI:2385825	ENSMUSG00000026123
HGNC:26531	ENSG00000163006	MGI:1923388	ENSMUSG00000038010
HGNC:30327	ENSG00000163684	MGI:1914303	ENSMUSG00000023156
HGNC:10305	ENSG00000188846	MGI:1914365	ENSMUSG00000025794
HGNC:15825	ENSG00000124440	MGI:1859778	ENSMUSG00000004328
HGNC:25843	ENSG00000141579	MGI:2442210	ENSMUSG00000039238
HGNC:14027	ENSG00000154719	MGI:1351620	ENSMUSG00000022889
HGNC:4647	ENSG00000140307	MGI:1933289	ENSMUSG00000033543
HGNC:24849	ENSG00000178795	MGI:3606573	ENSMUSG00000035582
HGNC:2410	ENSG00000163254	MGI:88523	ENSMUSG00000025952
HGNC:10289	ENSG00000132383	MGI:1915525	ENSMUSG00000000751
HGNC:7995	ENSG00000078618	MGI:1201386	ENSMUSG00000053510
HGNC:20761	ENSG00000072121	MGI:1924767	ENSMUSG00000066440
HGNC:28174	ENSG00000160539	MGI:2445183	ENSMUSG00000051373
HGNC:29960	ENSG00000170909	MGI:2179720	ENSMUSG00000054594
HGNC:4006	ENSG00000179163	MGI:95593	ENSMUSG00000028673
HGNC:2884	ENSG00000211448	MGI:1338833	ENSMUSG00000007682
HGNC:16510	ENSG00000103264	MGI:1354708	ENSMUSG00000052934
HGNC:24452	ENSG00000172795	MGI:1917890	ENSMUSG00000024472
HGNC:11573	ENSG00000198650	MGI:98487	ENSMUSG00000001670
HGNC:1630	ENSG00000177697	MGI:1096360	ENSMUSG00000025510
HGNC:29961	ENSG00000188729	MGI:2677164	ENSMUSG00000052276
HGNC:20570	ENSG00000221978	MGI:1927119	ENSMUSG00000029068
HGNC:26944	ENSG00000149483	MGI:1920232	ENSMUSG00000024666
HGNC:23760	ENSG00000105131	MGI:1919182	ENSMUSG00000037577
HGNC:10658	ENSG00000115884	MGI:1349162	ENSMUSG00000020592
HGNC:17102	ENSG00000180448	MGI:1917969	ENSMUSG00000035697
HGNC:7821	ENSG00000116962	MGI:97342	ENSMUSG00000005397
HGNC:18700	ENSG00000152670	MGI:102670	ENSMUSG00000021758
HGNC:6062	ENSG00000153487	MGI:1349481	ENSMUSG00000045969
HGNC:14893	ENSG00000111981	MGI:1925027	ENSMUSG00000079685
HGNC:3335	ENSG00000142227	MGI:1098729	ENSMUSG00000040212
HGNC:11898	ENSG00000123610	MGI:1195266	ENSMUSG00000053475
HGNC:1600	ENSG00000082258	MGI:1920199	ENSMUSG00000026349
HGNC:18138	ENSG00000100129	MGI:2386251	ENSMUSG00000033047
HGNC:978	ENSG00000107949	MGI:1913415	ENSMUSG00000030983
HGNC:4013	ENSG00000176920	MGI:109374	ENSMUSG00000055978
HGNC:29034	ENSG00000166454	MGI:2682328	ENSMUSG00000047388
HGNC:28763	ENSG00000247077	MGI:1919792	ENSMUSG00000029500
HGNC:1403	ENSG00000167535	MGI:103307	ENSMUSG00000003352
HGNC:16734	ENSG00000181588	MGI:2681847	ENSMUSG00000048696
HGNC:22932	ENSG00000173540	MGI:2660880	ENSMUSG00000070284
HGNC:3368	ENSG00000197586	MGI:1202295	ENSMUSG00000033068
HGNC:6476	ENSG00000089692	MGI:106588	ENSMUSG00000030124
HGNC:21269	ENSG00000171487	MGI:1345193	ENSMUSG00000015721
HGNC:28435	ENSG00000160345	MGI:1916577	ENSMUSG00000026831
HGNC:28431	ENSG00000150551	MGI:1919835	ENSMUSG00000026344
HGNC:28992	ENSG00000170871	MGI:1261849	ENSMUSG00000029190
HGNC:33742	ENSG00000170681	MGI:1915266	ENSMUSG00000028348
HGNC:30072	ENSG00000204936	MGI:1916141	ENSMUSG00000052212
HGNC:26699	ENSG00000149507	MGI:2684945	ENSMUSG00000055895
HGNC:29618	ENSG00000116299	MGI:1923930	ENSMUSG00000040412
HGNC:30093	ENSG00000140961	MGI:1919089	ENSMUSG00000074063
HGNC:14048	ENSG00000182180	MGI:1913492	ENSMUSG00000049960
HGNC:16095	ENSG00000124191	MGI:3611233	ENSMUSG00000074607
HGNC:21699	ENSG00000188452	MGI:3037816	ENSMUSG00000075256
HGNC:14056	ENSG00000112651	MGI:1351622	ENSMUSG00000002767
HGNC:14006	ENSG00000165125	MGI:1927259	ENSMUSG00000029868
HGNC:11571	ENSG00000120948	MGI:2387629	ENSMUSG00000041459
HGNC:10348	ENSG00000197756	MGI:98068	ENSMUSG00000046330
HGNC:25777	ENSG00000181827	MGI:2442675	ENSMUSG00000037674
HGNC:18714	ENSG00000272886	MGI:1923151	ENSMUSG00000021962
HGNC:11473	ENSG00000152944	MGI:1347064	ENSMUSG00000030291
HGNC:1492	ENSG00000197417	MGI:1921887	ENSMUSG00000005951
HGNC:21375	ENSG00000204052	MGI:2684934	ENSMUSG00000071073
HGNC:13872	ENSG00000111913	MGI:2444879	ENSMUSG00000036006
HGNC:18795	ENSG00000213886	MGI:1344410	ENSMUSG00000035186
HGNC:4133	ENSG00000182687	MGI:1337018	ENSMUSG00000020793
HGNC:14977	ENSG00000135317	MGI:2155664	ENSMUSG00000032422
HGNC:4795	ENSG00000049239	MGI:2140356	ENSMUSG00000028980
