Ensembl.Gene.ID	Enhancer.grp	AE_nth	Enhancer_activity.CD14..SRR830946	Enhancer_activity.CD14..SRR830951	Enhancer_activity.CD14..SRR830953	Enhancer_activity.CD19..SRR1609979	Enhancer_activity.CD19..SRR1609980	Enhancer_activity.CD19..SRR1609981	Enhancer_activity.CD8..SRR644512	Enhancer_activity.CD8..SRR644514	Enhancer_activity.CD8..SRR1743975	Enhancer_activity.Fetal_heart.SRR643778	Enhancer_activity.Fetal_heart.SRR643779	Enhancer_activity.Fetal_heart.SRR1663123	Enhancer_activity.Fetal_kidney.SRR643749	Enhancer_activity.Fetal_kidney.SRR643750	Enhancer_activity.Fetal_kidney.SRR643751	Enhancer_activity.Fetal_stomach.SRR980482	Enhancer_activity.Fetal_stomach.SRR980467	Enhancer_activity.Fetal_stomach.SRR980450	Enhancer_activity.GM10847.SRR998171	Enhancer_activity.GM10847.SRR038446	Enhancer_activity.GM10847.SRR038447	Enhancer_activity.GM12878.SRR038448	Enhancer_activity.GM12878.SRR038449	Enhancer_activity.GM12878.SRR307002	Enhancer_activity.GM12891.SRR998239	Enhancer_activity.GM12891.SRR998240	Enhancer_activity.GM12891.SRR038450	Enhancer_activity.GM12892.SRR998261	Enhancer_activity.GM12892.SRR998262	Enhancer_activity.GM12892.SRR038451	Enhancer_activity.GM18505.SRR998294	Enhancer_activity.GM18505.SRR038453	Enhancer_activity.GM18505.SRR038454	Enhancer_activity.GM18526.SRR998311	Enhancer_activity.GM18526.SRR038455	Enhancer_activity.GM18526.SRR038456	Enhancer_activity.GM19099.SRR998345	Enhancer_activity.GM19099.SRR998346	Enhancer_activity.GM19099.SRR038458	Enhancer_activity.GM19193.SRR998362	Enhancer_activity.GM19193.SRR998363	Enhancer_activity.GM19193.SRR038459	Enhancer_activity.H1.SRR574820	Enhancer_activity.H1.SRR574821	Enhancer_activity.H1.SRR020287	Enhancer_activity.H9.SRR3573989	Enhancer_activity.H9.SRR3573990	Enhancer_activity.H9.SRR067368	Enhancer_activity.HEK293T.SRR960409	Enhancer_activity.HEK293T.SRR023853	Enhancer_activity.HEK293T.SRR023854	Enhancer_activity.HeLa.S3.SRR891241	Enhancer_activity.HeLa.S3.SRR036660	Enhancer_activity.HeLa.S3.SRR036661	Enhancer_activity.K562.SRR2921247	Enhancer_activity.K562.SRR2921248	Enhancer_activity.K562.SRR090233	Enhancer_activity.LHCN.M2.SRR3181980	Enhancer_activity.LHCN.M2.SRR3181981	Enhancer_activity.LHCN.M2.SRR3181982	Enhancer_activity.LNCaP.SRR653217	Enhancer_activity.LNCaP.SRR1169709	Enhancer_activity.LNCaP.SRR1169710	Enhancer_activity.MCF10A.SRR2924724	Enhancer_activity.MCF10A.SRR2924725	Enhancer_activity.MCF10A.SRR2924726	Enhancer_activity.Melanocyte.SRR2146046	Enhancer_activity.Melanocyte.SRR2146047	Enhancer_activity.Melanocyte.SRR2146048	Enhancer_activity.Pancreatic_islet.SRR1027728	Enhancer_activity.Pancreatic_islet.SRR1027733	Enhancer_activity.Pancreatic_islet.SRR1027738	Enhancer_activity.SGBS_adipocyte.SRR1552539	Enhancer_activity.SGBS_adipocyte.SRR1552540	Enhancer_activity.SGBS_adipocyte.SRR1552541	Enhancer_activity.Spleen.SRR577599	Enhancer_activity.Spleen.SRR1045578	Enhancer_activity.Spleen.SRR1045614	Enhancer_activity.ZR75.30.SRR2126497	Enhancer_activity.ZR75.30.SRR3090767	Enhancer_activity.ZR75.30.SRR3090769	Enhancer_activity.melanoma.SRR1556217	Enhancer_activity.melanoma.SRR1556218	Enhancer_activity.melanoma.SRR1556219	AS_type.CD14..SRR830946	AS_type.CD14..SRR830951	AS_type.CD14..SRR830953	AS_type.CD19..SRR1609979	AS_type.CD19..SRR1609980	AS_type.CD19..SRR1609981	AS_type.CD8..SRR644512	AS_type.CD8..SRR644514	AS_type.CD8..SRR1743975	AS_type.Fetal_heart.SRR643778	AS_type.Fetal_heart.SRR643779	AS_type.Fetal_heart.SRR1663123	AS_type.Fetal_kidney.SRR643749	AS_type.Fetal_kidney.SRR643750	AS_type.Fetal_kidney.SRR643751	AS_type.Fetal_stomach.SRR980482	AS_type.Fetal_stomach.SRR980467	AS_type.Fetal_stomach.SRR980450	AS_type.GM10847.SRR998171	AS_type.GM10847.SRR038446	AS_type.GM10847.SRR038447	AS_type.GM12878.SRR038448	AS_type.GM12878.SRR038449	AS_type.GM12878.SRR307002	AS_type.GM12891.SRR998239	AS_type.GM12891.SRR998240	AS_type.GM12891.SRR038450	AS_type.GM12892.SRR998261	AS_type.GM12892.SRR998262	AS_type.GM12892.SRR038451	AS_type.GM18505.SRR998294	AS_type.GM18505.SRR038453	AS_type.GM18505.SRR038454	AS_type.GM18526.SRR998311	AS_type.GM18526.SRR038455	AS_type.GM18526.SRR038456	AS_type.GM19099.SRR998345	AS_type.GM19099.SRR998346	AS_type.GM19099.SRR038458	AS_type.GM19193.SRR998362	AS_type.GM19193.SRR998363	AS_type.GM19193.SRR038459	AS_type.H1.SRR574820	AS_type.H1.SRR574821	AS_type.H1.SRR020287	AS_type.H9.SRR3573989	AS_type.H9.SRR3573990	AS_type.H9.SRR067368	AS_type.HEK293T.SRR960409	AS_type.HEK293T.SRR023853	AS_type.HEK293T.SRR023854	AS_type.HeLa.S3.SRR891241	AS_type.HeLa.S3.SRR036660	AS_type.HeLa.S3.SRR036661	AS_type.K562.SRR2921247	AS_type.K562.SRR2921248	AS_type.K562.SRR090233	AS_type.LHCN.M2.SRR3181980	AS_type.LHCN.M2.SRR3181981	AS_type.LHCN.M2.SRR3181982	AS_type.LNCaP.SRR653217	AS_type.LNCaP.SRR1169709	AS_type.LNCaP.SRR1169710	AS_type.MCF10A.SRR2924724	AS_type.MCF10A.SRR2924725	AS_type.MCF10A.SRR2924726	AS_type.Melanocyte.SRR2146046	AS_type.Melanocyte.SRR2146047	AS_type.Melanocyte.SRR2146048	AS_type.Pancreatic_islet.SRR1027728	AS_type.Pancreatic_islet.SRR1027733	AS_type.Pancreatic_islet.SRR1027738	AS_type.SGBS_adipocyte.SRR1552539	AS_type.SGBS_adipocyte.SRR1552540	AS_type.SGBS_adipocyte.SRR1552541	AS_type.Spleen.SRR577599	AS_type.Spleen.SRR1045578	AS_type.Spleen.SRR1045614	AS_type.ZR75.30.SRR2126497	AS_type.ZR75.30.SRR3090767	AS_type.ZR75.30.SRR3090769	AS_type.melanoma.SRR1556217	AS_type.melanoma.SRR1556218	AS_type.melanoma.SRR1556219	Non.spliced.without.enhancer	Spliced.without.enhancer	Non.spliced.with.enhancer	Spliced.with.enhancer	Fisher.P.value	Odds.ratio	q_fdr	homologene	homolo_enhancer
ENSG00000116604	chr1_2532	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	I	I	I	I	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	E	0	0	0	0	0	0	E	0	0	E	0	0	E	0	0	0	I	I	NA	0	0	NA	0	NA	NA	E	E	NA	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	I	0	0	E	NA	E	0	NA	NA	0	I	0	I	I	I	9	2	0	9	0.000333412717313647	40.5	0.0406304692749705	1	1
ENSG00000084112	chr12_1219	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	I	0	0	0	NA	0	0	0	NA	0	0	0	E	0	E	E	NA	0	0	E	0	0	NA	0	NA	E	0	0	0	0	0	NA	0	0	E	I	0	NA	0	0	NA	E	NA	NA	E	0	NA	0	0	NA	I	I	I	E	0	0	0	0	0	0	0	0	0	0	0	E	0	E	0	NA	NA	NA	0	0	0	I	I	11	1	0	6	0.000377073906485671	66	0.0409588803995747	1	1
ENSG00000132424	chr6_1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	E	E	E	0	E	0	0	E	0	0	E	0	E	E	0	E	E	0	0	E	0	0	E	0	0	0	0	0	0	E	E	E	0	NA	NA	0	0	E	0	I	I	I	0	0	I	I	0	0	0	0	0	0	0	0	0	I	I	0	0	I	0	I	0	0	I	16	4	0	7	0.000371609067261241	28	0.0409588803995747	1	1
ENSG00000085063	chr11_948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	NA	NA	0	0	NA	0	0	E	0	E	0	0	0	0	NA	E	0	0	E	E	0	E	NA	0	0	E	0	I	E	0	0	E	0	E	E	0	0	E	0	0	E	I	0	NA	0	0	0	E	NA	NA	E	E	E	I	0	0	I	0	I	0	0	0	0	I	I	0	0	0	I	I	I	0	0	0	0	0	NA	I	0	0	I	I	I	17	6	0	8	0.000380669880113706	22.6666666666667	0.0410133109859092	1	1
ENSG00000162910	chr1_941	8	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	I	0	0	I	I	I	I	E	0	0	0	E	0	0	NA	E	0	0	I	0	I	0	NA	0	0	I	0	E	I	0	I	0	0	0	0	0	0	0	0	0	0	0	0	NA	I	0	0	E	0	0	E	E	E	E	0	0	E	E	E	I	I	0	0	0	I	0	0	0	E	0	0	E	E	E	0	0	0	0	0	0	0	E	I	13	2	4	13	0.000485700839450111	21.125	0.0410287180970921	1	1
ENSG00000115355	chr2_434	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	E	0	0	0	I	0	0	0	0	E	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	E	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	NA	I	E	E	I	0	0	I	I	I	0	0	E	0	0	0	0	0	0	E	E	0	0	0	0	0	0	E	E	0	E	0	0	0	13	1	0	5	0.000515995872033023	65	0.0410287180970921	1	1
ENSG00000139178	chr12_248	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA	0	0	0	I	I	0	0	NA	NA	0	0	0	NA	0	0	0	E	E	E	E	NA	0	0	0	0	0	0	0	E	E	0	E	E	0	0	E	0	0	0	0	I	NA	0	0	0	NA	NA	NA	0	E	NA	E	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	E	0	0	NA	NA	I	13	0	0	4	0.000420168067226891	52	0.0410287180970921	1	1
ENSG00000115677	chr2_629	5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	0	I	0	I	E	E	0	NA	E	0	E	NA	E	E	I	0	0	0	0	NA	I	I	0	I	I	0	I	0	0	I	0	0	I	0	0	I	0	0	I	I	0	0	0	E	E	E	E	E	E	NA	E	0	NA	0	0	0	E	0	0	0	0	0	0	0	E	0	I	I	E	E	E	0	NA	NA	NA	NA	NA	0	0	I	18	9	0	9	0.000516446845701573	18	0.0410287180970921	1	1
ENSG00000161800	chr12_333	7	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	NA	NA	I	0	I	0	0	0	0	E	NA	0	0	E	NA	E	0	I	0	0	E	0	0	0	0	0	I	I	0	I	0	0	0	E	E	I	0	0	0	I	0	0	0	0	0	0	0	0	NA	NA	0	E	I	0	0	0	0	0	0	0	E	E	I	NA	0	0	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	I	I	I	0	9	3	0	10	0.000462385911302321	30	0.0410287180970921	1	1
ENSG00000143473	chr1_916	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	E	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	E	NA	E	NA	E	NA	NA	0	NA	NA	I	I	I	NA	NA	0	NA	NA	NA	NA	E	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	E	E	I	I	I	7	0	0	6	0.000582750582750582	42	0.0410287180970921	1	1
ENSG00000065357	chr12_376	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	I	I	I	0	0	0	E	NA	NA	0	0	E	NA	E	E	0	0	0	0	0	NA	0	I	0	I	0	0	0	E	0	0	0	E	0	0	NA	I	0	E	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	E	E	0	0	0	I	I	0	0	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	I	I	I	NA	NA	0	7	0	2	11	0.000464396284829721	38.5	0.0410287180970921	1	1
ENSG00000123815	chr19_589	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	E	0	0	0	0	I	I	0	0	0	0	0	0	0	NA	0	0	0	0	0	E	E	NA	0	0	E	0	0	0	0	0	E	0	E	E	0	0	E	0	0	0	0	0	NA	0	0	0	E	NA	NA	E	0	0	0	I	NA	0	0	0	E	0	0	0	0	0	E	0	0	0	0	0	0	E	E	0	0	0	0	0	0	0	I	I	13	0	1	5	0.000515995872033023	65	0.0410287180970921	1	1
ENSG00000047346	chr15_217	3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	I	I	0	I	0	0	0	E	0	0	0	E	0	E	I	0	E	0	0	0	0	0	0	0	0	E	0	0	0	I	0	0	0	0	0	0	0	0	0	0	NA	NA	E	NA	0	NA	NA	0	0	E	0	0	NA	0	0	0	0	I	I	0	I	I	0	E	0	0	0	E	E	0	E	0	E	E	NA	I	0	0	0	0	13	3	0	7	0.000489482250149904	30.3333333333333	0.0410287180970921	1	1
ENSG00000182093	chr21_107	3	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	NA	NA	0	I	I	0	I	0	E	E	I	E	E	E	NA	E	E	0	0	I	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	I	0	0	0	0	0	0	NA	0	I	0	0	0	0	E	0	0	0	E	0	E	E	0	0	E	E	0	0	I	0	E	0	0	0	0	E	E	0	I	0	NA	NA	NA	I	0	0	I	15	3	1	8	0.000575016135656867	40	0.0410287180970921	1	1
ENSG00000138119	chr10_2931	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	E	NA	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	E	0	0	NA	NA	NA	I	I	I	E	NA	NA	E	0	0	NA	0	0	0	E	E	0	0	0	0	NA	0	I	I	I	NA	0	0	7	0	0	6	0.000582750582750582	42	0.0410287180970921	1	1
ENSG00000163697	chr4_1518	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	NA	NA	0	0	0	0	NA	E	NA	0	0	E	0	0	0	E	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	E	0	0	0	E	NA	NA	E	0	NA	NA	NA	NA	I	I	I	E	0	0	0	0	I	0	0	0	0	0	0	0	0	0	0	E	E	0	I	0	0	0	0	9	0	0	5	0.0004995004995005	45	0.0410287180970921	1	1
ENSG00000172046	chr3_887	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	I	0	0	0	0	0	I	I	0	I	0	0	0	0	NA	0	0	0	E	0	E	0	0	0	0	E	0	I	0	0	E	0	0	E	E	0	0	E	0	0	0	E	E	E	E	0	0	0	0	0	E	0	0	I	I	0	0	0	0	E	E	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	NA	I	I	I	I	I	I	15	5	0	8	0.00041407867494824	24	0.0410287180970921	1	1
ENSG00000196998	chrX_156	16	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	I	I	I	I	I	E	0	0	NA	E	0	0	NA	E	0	E	0	0	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	I	I	NA	0	0	0	0	E	E	0	E	E	I	I	0	0	0	E	E	I	0	0	0	0	0	0	E	0	0	NA	E	0	E	I	0	0	I	I	0	I	0	I	13	4	1	11	0.000483968542044769	35.75	0.0410287180970921	1	1
ENSG00000196998	chrX_158	16	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	I	I	I	I	I	E	0	0	NA	E	0	0	NA	E	0	E	0	0	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	I	I	NA	0	0	0	0	E	E	0	E	E	I	I	0	0	0	E	E	I	0	0	0	0	0	0	E	0	0	NA	E	0	E	I	0	0	I	I	0	I	0	I	13	4	1	11	0.000483968542044769	35.75	0.0410287180970921	1	1
ENSG00000172269	chr11_1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	E	E	E	0	0	0	0	0	0	0	0	E	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	E	E	0	0	E	E	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	E	0	I	I	I	0	I	0	12	0	0	4	0.000549450549450549	48	0.0410287180970921	1	1
ENSG00000172269	chr11_1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	E	E	E	0	0	0	0	0	0	0	0	E	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	E	E	0	0	E	E	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	E	0	I	I	I	0	I	0	12	0	0	4	0.000549450549450549	48	0.0410287180970921	1	1
ENSG00000070731	chr17_1451	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	NA	0	NA	NA	NA	0	0	NA	E	NA	NA	0	0	E	NA	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	E	NA	0	I	I	0	0	0	0	0	NA	NA	NA	0	I	NA	NA	NA	NA	NA	I	I	I	7	0	0	6	0.000582750582750582	42	0.0410287180970921	1	1
ENSG00000070731	chr17_601	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	NA	0	NA	NA	NA	0	0	NA	E	NA	NA	0	0	E	NA	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	E	NA	0	I	I	0	0	0	0	0	NA	NA	NA	0	I	NA	NA	NA	NA	NA	I	I	I	7	0	0	6	0.000582750582750582	42	0.0410287180970921	1	1
ENSG00000163472	chr1_796	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	NA	NA	I	I	0	I	0	0	0	0	NA	0	0	I	NA	0	0	0	E	0	0	0	NA	0	0	E	0	0	NA	0	E	0	0	0	NA	0	0	E	0	E	0	0	I	NA	0	0	0	0	NA	NA	E	0	NA	I	0	NA	0	0	0	0	I	0	I	I	0	0	E	0	E	NA	NA	E	E	0	0	NA	NA	I	0	0	0	0	0	9	1	1	9	0.000552079499447923	81	0.0410287180970921	1	1
ENSG00000168610	chr17_447	3	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	I	I	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	E	I	I	I	0	I	0	0	I	E	0	I	0	0	I	0	0	0	0	0	I	I	NA	0	0	0	0	NA	NA	0	0	0	0	0	I	0	0	0	E	0	0	0	E	E	E	E	E	0	0	0	0	0	0	I	I	I	E	0	0	0	0	0	9	4	0	11	0.000588908332211602	24.75	0.0410287180970921	1	1
ENSG00000168610	chr17_448	3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	I	I	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	E	I	I	I	0	I	0	0	I	E	0	I	0	0	I	0	0	0	0	0	I	I	NA	0	0	0	0	NA	NA	0	0	0	0	0	I	0	0	0	E	0	0	0	E	E	E	E	E	0	0	0	0	0	0	I	I	I	E	0	0	0	0	0	9	4	0	11	0.000588908332211602	24.75	0.0410287180970921	1	1
